出发机场,到达机场,航班号,计划出发,计划到达,实际出发,实际到达,飞机号,是否取消,计划出发日期,计划到达日期,实际出发日期,实际到达日期,出发延迟,到达延迟,出发经度,出发纬度,到达经度,到达纬度,距离,平均温度,最高温度,最低温度,降水量,气压,风向,风速
SJW,CKG,SC4794,1455450000,1455459000,1455478740.0,1455486180.0,1574.0,正常,2016-02-14,2016-02-14,2016-02-14,2016-02-14,479.0,453.0,114,38,106,29,950,-0.8,3.2,-4.8,0.0,1033.2,306.0,12.0
XMN,WUH,SC8767,1455102600,1455108900,1455103020.0,1455108180.0,776.0,正常,2016-02-10,2016-02-10,2016-02-10,2016-02-10,7.0,-12.0,118,24,114,30,531,14.8,18.8,10.8,12.3,1018.7,248.0,7.0
HET,TGO,G52773,1456012800,1456018800,1456012440.0,1456017300.0,1855.0,正常,2016-02-21,2016-02-21,2016-02-20,2016-02-21,-6.0,-25.0,111,40,122,43,1231,-8.5,-1.4,-15.6,0.0,1028.5,287.0,13.0
HET,TYN,DR6530,1454303700,1454307000,1454304780.0,1454307420.0,70.0,正常,2016-02-01,2016-02-01,2016-02-01,2016-02-01,18.0,7.0,111,40,112,37,165,-13.0,-6.0,-20.0,0.0,1044.4,280.0,9.0
TAO,KMG,QW9801,1455801600,1455813900,1455801360.0,1455813840.0,1162.0,正常,2016-02-18,2016-02-18,2016-02-18,2016-02-18,-4.0,-1.0,120,36,102,24,2047,6.6,9.3,3.9,0.0,1023.0,342.0,13.0
PVG,HRB,MU5615,1454319600,1454331000,1454322480.0,1454331300.0,1401.0,正常,2016-02-01,2016-02-01,2016-02-01,2016-02-01,48.0,5.0,121,31,126,45,1020,1.1,2.5,-0.2,0.2,1035.0,320.0,9.0
FOC,PEK,FU6501,1456481400,1456491900,1456481580.0,1456490760.0,1316.0,正常,2016-02-26,2016-02-26,2016-02-26,2016-02-26,3.0,-19.0,119,26,116,40,790,9.8,11.3,8.4,0.8,1029.7,305.0,7.0
SYX,TNA,PN6363,1455516300,1455528900,1455518340.0,1455529440.0,245.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,34.0,9.0,109,18,116,36,1083,18.8,21.5,16.1,0.0,1020.3,22.0,28.0
HRB,PVG,CZ6257,1454974800,1454985600,1454975160.0,1454983740.0,896.0,正常,2016-02-08,2016-02-09,2016-02-08,2016-02-09,6.0,-31.0,126,45,121,31,1020,-12.1,-8.1,-16.0,0.1,1012.2,267.0,7.0
HET,TGO,G52739,1456548900,1456554900,1456555800.0,1456560660.0,724.0,正常,2016-02-27,2016-02-27,2016-02-27,2016-02-27,115.0,96.0,111,40,122,43,1231,-4.8,-1.3,-8.2,2.1,1030.5,255.0,10.0
SHE,PEK,CZ6109,1455102900,1455109200,1455102660.0,1455106260.0,473.0,正常,2016-02-10,2016-02-10,2016-02-10,2016-02-10,-4.0,-49.0,123,41,116,40,780,-0.4,9.2,-10.0,0.0,1020.5,163.0,7.0
TAO,CKG,3U8232,1456498500,1456509300,1456498320.0,1456506420.0,579.0,正常,2016-02-26,2016-02-26,2016-02-26,2016-02-26,-3.0,-48.0,120,36,106,29,1583,5.8,8.6,3.1,0.0,1025.0,156.0,10.0
TAO,CTU,3U8916,1454494500,1454505300,1454497200.0,1454507160.0,219.0,正常,2016-02-03,2016-02-03,2016-02-03,2016-02-03,45.0,31.0,120,36,104,30,1794,2.8,6.7,-1.1,0.0,1029.1,23.0,6.0
URC,CKG,CZ6798,1454659500,1454672400,1454661540.0,1454672340.0,1125.0,正常,2016-02-05,2016-02-05,2016-02-05,2016-02-05,34.0,-1.0,88,43,106,29,1995,-11.0,-6.7,-15.3,0.0,1046.7,80.0,4.0
TGO,HET,GS6674,1455337200,1455343800,1455336720.0,1455342720.0,926.0,正常,2016-02-13,2016-02-13,2016-02-13,2016-02-13,-8.0,-18.0,122,43,111,40,1231,-6.9,-4.4,-9.4,0.1,1026.8,339.0,14.0
KMG,HFE,3U8245,1454751300,1454760000,1454752140.0,1454758620.0,783.0,正常,2016-02-06,2016-02-06,2016-02-06,2016-02-06,14.0,-23.0,102,24,117,31,1685,4.7,6.6,2.8,0.0,,76.0,10.0
URC,PEK,HU7146,1455706800,1455720000,1455708000.0,1455719520.0,498.0,正常,2016-02-17,2016-02-17,2016-02-17,2016-02-17,20.0,-8.0,88,43,116,40,3113,-7.3,-0.6,-14.1,0.5,1043.1,118.0,5.0
TAO,FOC,MF8030,1455111600,1455119400,1455111660.0,1455118860.0,391.0,正常,2016-02-10,2016-02-10,2016-02-10,2016-02-10,1.0,-9.0,120,36,119,26,558,7.0,9.2,4.7,0.0,1018.7,135.0,18.0
WUH,TAO,HU7841,1455159000,1455166800,1455160680.0,1455166680.0,2160.0,正常,2016-02-11,2016-02-11,2016-02-11,2016-02-11,28.0,-2.0,114,30,120,36,731,13.8,18.8,8.8,1.3,1010.6,95.0,5.0
TAO,XMN,MF8046,1456055700,1456065300,1456056780.0,1456065120.0,1585.0,正常,2016-02-21,2016-02-21,2016-02-21,2016-02-21,18.0,-3.0,120,36,118,24,682,1.4,4.4,-1.6,,1030.3,167.0,11.0
PVG,CTU,CA1949,1454832300,1454845200,1454833620.0,1454844120.0,2342.0,正常,2016-02-07,2016-02-07,2016-02-07,2016-02-07,22.0,-18.0,121,31,104,30,1890,3.2,10.0,-3.5,0.0,1024.8,260.0,6.0
FOC,SHA,MF8585,1456637700,1456642800,1456637700.0,1456641900.0,603.0,正常,2016-02-28,2016-02-28,2016-02-28,2016-02-28,0.0,-15.0,119,26,121,31,355,15.6,22.3,8.9,0.0,1024.9,257.0,6.0
XMN,NKG,HU7273,1454979000,1454985900,1454980020.0,1454984760.0,1086.0,正常,2016-02-09,2016-02-09,2016-02-09,2016-02-09,17.0,-19.0,118,24,118,31,365,14.1,21.2,6.9,0.0,1022.1,280.0,8.0
FOC,NKG,NS3244,1455794100,1455799200,1455796320.0,1455800520.0,1383.0,正常,2016-02-18,2016-02-18,2016-02-18,2016-02-18,37.0,22.0,119,26,118,31,287,13.2,17.4,9.1,0.2,1023.9,280.0,5.0
FOC,PEK,MF8109,1454664600,1454674800,1454665680.0,1454674680.0,591.0,正常,2016-02-05,2016-02-05,2016-02-05,2016-02-05,18.0,-2.0,119,26,116,40,790,9.1,9.7,8.4,2.8,1024.9,0.0,6.0
TYN,CKG,MU2243,1455519300,1455527400,1455518940.0,1455525420.0,2105.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,-6.0,-33.0,112,37,106,29,725,-3.8,2.3,-9.8,0.0,1033.7,238.0,15.0
HFE,SZX,ZH9798,1456221000,1456229400,1456221540.0,1456229220.0,943.0,正常,2016-02-23,2016-02-23,2016-02-23,2016-02-23,9.0,-3.0,117,31,113,22,612,8.2,10.3,6.2,0.0,1035.2,53.0,7.0
SYX,FOC,JD5369,1454972100,1454979600,1454971980.0,1454978400.0,1538.0,正常,2016-02-08,2016-02-09,2016-02-08,2016-02-09,-2.0,-20.0,109,18,119,26,1166,14.2,18.4,9.9,0.0,1021.0,35.0,33.0
FOC,NKG,FU6575,1454888100,1454893200,1454888400.0,1454892840.0,990.0,正常,2016-02-07,2016-02-08,2016-02-07,2016-02-08,5.0,-6.0,119,26,118,31,287,9.6,15.9,3.2,0.0,1027.0,292.0,9.0
CKG,KMG,CZ6403,1456470300,1456475700,1456470180.0,1456474620.0,1255.0,正常,2016-02-26,2016-02-26,2016-02-26,2016-02-26,-2.0,-18.0,106,29,102,24,464,12.9,18.1,7.7,0.0,1029.0,313.0,5.0
URC,CKG,CZ6798,1455955500,1455968400,1455955980.0,1455967380.0,1125.0,正常,2016-02-20,2016-02-20,2016-02-20,2016-02-20,8.0,-17.0,88,43,106,29,1995,-11.3,-6.6,-16.0,0.0,1033.6,110.0,6.0
HFE,SHA,MU7511,1455406800,1455411000,1455407520.0,1455410460.0,948.0,正常,2016-02-13,2016-02-14,2016-02-13,2016-02-14,12.0,-9.0,117,31,121,31,444,8.1,10.8,5.4,2.6,1021.4,328.0,20.0
TNA,SHE,CZ3983,1455937500,1455942900,1455937740.0,1455942900.0,2273.0,正常,2016-02-20,2016-02-20,2016-02-20,2016-02-20,4.0,0.0,116,36,123,41,824,2.5,5.3,-0.4,0.0,1030.6,75.0,9.0
SHE,WUH,CZ6303,1455416100,1455427200,1455416280.0,1455426420.0,1568.0,正常,2016-02-14,2016-02-14,2016-02-14,2016-02-14,3.0,-13.0,123,41,114,30,1154,-12.1,-8.8,-15.3,0.0,1025.4,283.0,10.0
PVG,FOC,MU5587,1455937200,1455943500,1455938160.0,1455943200.0,271.0,正常,2016-02-20,2016-02-20,2016-02-20,2016-02-20,16.0,-5.0,121,31,119,26,355,7.8,10.5,5.2,0.0,1029.7,49.0,11.0
CGO,PVG,MU211,1455362700,1455369300,1455379560.0,1455384720.0,989.0,正常,2016-02-13,2016-02-13,2016-02-13,2016-02-13,281.0,257.0,113,34,121,31,902,3.5,5.7,1.3,0.3,1027.7,296.0,12.0
TYN,HGH,MU5235,1455756300,1455763500,1455755940.0,1455762000.0,379.0,正常,2016-02-18,2016-02-18,2016-02-18,2016-02-18,-6.0,-25.0,112,37,120,30,951,0.7,7.2,-5.9,0.0,1026.3,265.0,11.0
KWL,FOC,MF8388,1454900100,1454906100,1454899860.0,1454904900.0,1036.0,正常,2016-02-08,2016-02-08,2016-02-08,2016-02-08,-4.0,-20.0,110,25,119,26,1001,12.4,21.5,3.3,0.0,1022.9,193.0,3.0
HET,TGO,G52729,1455084900,1455090900,1455085080.0,1455090000.0,137.0,正常,2016-02-10,2016-02-10,2016-02-10,2016-02-10,3.0,-15.0,111,40,122,43,1231,2.1,9.3,-5.1,0.0,1013.5,0.0,10.0
TAO,SHE,SC4821,1454823300,1454829300,1454824080.0,1454828280.0,2147.0,正常,2016-02-07,2016-02-07,2016-02-07,2016-02-07,13.0,-17.0,120,36,123,41,442,1.8,5.5,-2.0,0.0,1021.0,197.0,9.0
FOC,WUH,MU5400,1455685800,1455692400,1455691080.0,1455696540.0,976.0,正常,2016-02-17,2016-02-17,2016-02-17,2016-02-17,88.0,69.0,119,26,114,30,590,11.2,14.7,7.6,0.0,1026.7,359.0,8.0
URC,SZX,HU7743,1456658400,1456675500,1456664460.0,1456680900.0,210.0,正常,2016-02-28,2016-02-28,2016-02-28,2016-02-28,101.0,90.0,88,43,113,22,2766,-0.7,3.7,-5.0,0.0,1035.7,35.0,5.0
SYX,NKG,HO1268,1456359000,1456369200,1456360080.0,1456369800.0,1954.0,正常,2016-02-25,2016-02-25,2016-02-25,2016-02-25,18.0,10.0,109,18,118,31,1149,17.8,20.5,15.0,0.0,1024.6,24.0,32.0
URC,CKG,CZ6308,1454577300,1454589900,1454580180.0,1454590440.0,1035.0,正常,2016-02-04,2016-02-04,2016-02-04,2016-02-04,48.0,9.0,88,43,106,29,1995,-10.9,-8.8,-13.0,,1044.1,94.0,5.0
HET,PVG,CA1553,1455950100,1455959100,1455951180.0,1455958740.0,2119.0,正常,2016-02-20,2016-02-20,2016-02-20,2016-02-20,18.0,-6.0,111,40,121,31,1192,-10.8,-5.9,-15.7,0.0,1033.4,261.0,12.0
HFE,XMN,JD5325,1456471800,1456478100,1456472580.0,1456477320.0,912.0,正常,2016-02-26,2016-02-26,2016-02-26,2016-02-26,13.0,-13.0,117,31,118,24,375,11.0,18.6,3.4,0.0,1026.3,187.0,6.0
SZX,HRB,DZ6253,1455844800,1455860400,1455844980.0,1455858960.0,91.0,正常,2016-02-19,2016-02-19,2016-02-19,2016-02-19,3.0,-24.0,113,22,126,45,1894,13.8,14.8,12.7,14.2,1021.5,9.0,7.0
CTU,PEK,CA1426,1454678700,1454688300,1454681460.0,1454689860.0,2422.0,正常,2016-02-05,2016-02-05,2016-02-05,2016-02-05,46.0,26.0,104,30,116,40,1382,9.1,11.4,6.8,0.0,1032.8,278.0,4.0
HFE,CGO,JR1530,1455514500,1455519600,1455515220.0,1455519780.0,1988.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,12.0,3.0,117,31,113,34,466,2.1,7.0,-2.7,0.0,1031.4,279.0,10.0
FOC,WUH,FU6521,1455365100,1455371100,1455369900.0,1455375240.0,610.0,正常,2016-02-13,2016-02-13,2016-02-13,2016-02-13,80.0,69.0,119,26,114,30,590,22.8,28.5,17.1,6.5,1011.8,138.0,8.0
SJW,SHA,KN2317,1455061800,1455069000,1455061980.0,1455067800.0,1084.0,正常,2016-02-09,2016-02-10,2016-02-09,2016-02-10,3.0,-20.0,114,38,121,31,856,6.0,12.3,-0.3,0.0,1020.7,317.0,6.0
SHA,PEK,MU5159,1456576800,1456584900,1456577940.0,1456584540.0,326.0,正常,2016-02-27,2016-02-27,2016-02-27,2016-02-27,19.0,-6.0,121,31,116,40,731,12.6,19.4,5.8,0.0,1023.6,198.0,9.0
PVG,KMG,MU598,1454975700,1454988000,1454976180.0,1454987760.0,2444.0,正常,2016-02-08,2016-02-09,2016-02-09,2016-02-09,8.0,-4.0,121,31,102,24,2128,5.8,14.7,-3.0,0.0,1021.7,233.0,8.0
SYX,HET,HU7785,1456445700,1456458900,1456446480.0,1456458720.0,918.0,正常,2016-02-26,2016-02-26,2016-02-26,2016-02-26,13.0,-3.0,109,18,111,40,860,18.3,20.9,15.7,0.0,1024.4,28.0,18.0
HET,CTU,3U8550,1455711600,1455720300,1455712320.0,1455720120.0,886.0,正常,2016-02-17,2016-02-17,2016-02-17,2016-02-17,12.0,-3.0,111,40,104,30,844,-8.4,-2.4,-14.4,0.0,1029.0,270.0,6.0
CTU,SYX,MU2531,1455539100,1455548400,1455540720.0,1455548160.0,536.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,27.0,-4.0,104,30,109,18,670,5.9,7.7,4.1,0.0,1032.7,335.0,5.0
SHE,NKG,ZH9495,1455924900,1455933300,1455925320.0,1455933060.0,2088.0,正常,2016-02-19,2016-02-20,2016-02-19,2016-02-20,7.0,-4.0,123,41,118,31,790,-3.8,2.2,-9.7,0.0,1028.8,274.0,7.0
TAO,SHA,SC4669,1456635000,1456641300,1456635180.0,1456640520.0,1986.0,正常,2016-02-28,2016-02-28,2016-02-28,2016-02-28,3.0,-13.0,120,36,121,31,303,2.7,4.1,1.3,0.3,1028.6,349.0,20.0
HET,SHA,FM9128,1454845800,1454855700,1454846520.0,1454853420.0,1898.0,正常,2016-02-07,2016-02-07,2016-02-07,2016-02-07,12.0,-38.0,111,40,121,31,1192,-8.5,-0.7,-16.3,0.0,1026.8,0.0,5.0
CGO,SHE,ZH9438,1455194100,1455202500,1455194580.0,1455201360.0,787.0,正常,2016-02-11,2016-02-11,2016-02-11,2016-02-11,8.0,-19.0,113,34,123,41,1168,9.0,10.3,7.7,,1015.4,61.0,6.0
TNA,FOC,FU6578,1454641800,1454649600,1454642340.0,1454649180.0,1107.0,正常,2016-02-05,2016-02-05,2016-02-05,2016-02-05,9.0,-7.0,116,36,119,26,611,2.0,5.2,-1.1,0.0,1031.1,64.0,8.0
SJW,SYX,NS3301,1456642800,1456656000,1456643640.0,1456656420.0,895.0,正常,2016-02-28,2016-02-28,2016-02-28,2016-02-28,14.0,7.0,114,38,109,18,979,5.7,10.2,1.1,0.0,1032.0,342.0,13.0
TYN,SZX,ZH9956,1455019500,1455030000,1455020220.0,1455030300.0,1510.0,正常,2016-02-09,2016-02-09,2016-02-09,2016-02-09,12.0,5.0,112,37,113,22,646,4.5,14.4,-5.4,0.0,1019.0,37.0,8.0
TYN,WUH,MF8136,1456389000,1456395000,1456390620.0,1456395240.0,431.0,正常,2016-02-25,2016-02-25,2016-02-25,2016-02-25,27.0,4.0,112,37,114,30,376,0.1,9.3,-9.1,0.0,1033.3,305.0,10.0
CKG,SZX,ZH9916,1455261300,1455268500,1455265080.0,1455271320.0,221.0,正常,2016-02-12,2016-02-12,2016-02-12,2016-02-12,63.0,47.0,106,29,113,22,819,16.2,19.3,13.1,0.0,1007.7,4.0,9.0
JDZ,PEK,CA1888,1454416200,1454424300,1454416320.0,1454422980.0,402.0,正常,2016-02-02,2016-02-02,2016-02-02,2016-02-02,2.0,-22.0,117,29,116,40,556,3.3,7.6,-1.0,0.0,1031.5,47.0,3.0
XMN,CGO,SC4765,1456397700,1456406400,1456398540.0,1456405620.0,1772.0,正常,2016-02-25,2016-02-25,2016-02-25,2016-02-25,14.0,-13.0,118,24,113,34,731,12.0,13.9,10.1,,1030.9,34.0,14.0
KWL,FOC,MF8388,1454727300,1454733300,1454727600.0,1454732700.0,1321.0,正常,2016-02-06,2016-02-06,2016-02-06,2016-02-06,5.0,-10.0,110,25,119,26,1001,10.8,15.6,6.0,0.0,1031.5,23.0,8.0
KWL,PVG,FM9380,1455678000,1455686100,1455678060.0,1455684780.0,76.0,正常,2016-02-17,2016-02-17,2016-02-17,2016-02-17,1.0,-22.0,110,25,121,31,1254,10.8,17.7,3.8,0.0,1024.9,42.0,5.0
TNA,XMN,MU5563,1455323400,1455332400,1455324000.0,1455331740.0,68.0,正常,2016-02-13,2016-02-13,2016-02-13,2016-02-13,10.0,-11.0,116,36,118,24,644,1.4,4.0,-1.3,3.4,1025.7,30.0,14.0
KMG,TNA,8L9865,1455407400,1455418200,1455408120.0,1455417060.0,1628.0,正常,2016-02-13,2016-02-14,2016-02-14,2016-02-14,12.0,-19.0,102,24,116,36,1608,15.2,21.0,9.4,0.0,,253.0,15.0
TAO,SHA,SC4663,1454990400,1454996100,1454992500.0,1454996460.0,1235.0,正常,2016-02-09,2016-02-09,2016-02-09,2016-02-09,35.0,6.0,120,36,121,31,303,6.5,11.0,1.9,0.0,1023.2,144.0,11.0
CKG,PVG,CA4555,1454418000,1454427300,1454418060.0,1454424900.0,2183.0,正常,2016-02-02,2016-02-02,2016-02-02,2016-02-02,1.0,-40.0,106,29,121,31,1670,7.7,9.9,5.5,0.0,1027.7,319.0,5.0
WUH,SYX,CZ6514,1455531900,1455541500,1455532080.0,1455540600.0,225.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,3.0,-15.0,114,30,109,18,737,2.2,8.7,-4.3,0.0,1033.1,241.0,5.0
TAO,WUH,8L9870,1455968100,1455975900,1455971040.0,1455977280.0,1473.0,正常,2016-02-20,2016-02-20,2016-02-20,2016-02-20,49.0,23.0,120,36,114,30,731,1.9,4.5,-0.8,0.0,1029.6,340.0,16.0
SHE,PVG,MU5608,1456460100,1456468800,1456462140.0,1456469820.0,363.0,正常,2016-02-26,2016-02-26,2016-02-26,2016-02-26,34.0,17.0,123,41,121,31,629,-6.1,2.0,-14.2,0.0,1024.7,163.0,8.0
URC,TYN,ZH9236,1455589500,1455602100,1455591720.0,1455602880.0,362.0,正常,2016-02-16,2016-02-16,2016-02-16,2016-02-16,37.0,13.0,88,43,112,37,2667,-11.8,-6.5,-17.1,0.0,1038.2,113.0,6.0
NKG,KWL,JD5798,1454299800,1454307600,1454300580.0,1454307960.0,450.0,正常,2016-02-01,2016-02-01,2016-02-01,2016-02-01,13.0,6.0,118,31,110,25,928,-0.8,1.8,-3.4,0.0,1037.0,335.0,8.0
JDZ,SZX,ZH9722,1455593100,1455600600,1455599700.0,1455605640.0,687.0,正常,2016-02-16,2016-02-16,2016-02-16,2016-02-16,110.0,84.0,117,29,113,22,552,5.8,12.5,-1.0,0.0,1029.1,248.0,3.0
HET,CGO,GX8868,1455262500,1455267900,1455261960.0,1455267360.0,480.0,正常,2016-02-12,2016-02-12,2016-02-12,2016-02-12,-9.0,-9.0,111,40,113,34,334,-2.5,2.6,-7.5,0.9,1026.9,342.0,46.0
HRB,SZX,ZH9772,1454319600,1454336400,1454323320.0,1454338260.0,696.0,正常,2016-02-01,2016-02-01,2016-02-01,2016-02-01,62.0,31.0,126,45,113,22,1894,-19.9,-12.3,-27.4,0.0,1029.0,198.0,8.0
HFE,KMG,8L9862,1456106700,1456116900,1456107840.0,1456117800.0,1267.0,正常,2016-02-22,2016-02-22,2016-02-22,2016-02-22,19.0,15.0,117,31,102,24,1685,6.1,7.3,4.9,0.0,1029.0,62.0,4.0
URC,CKG,CZ6949,1454808000,1454821200,1454810640.0,1454821560.0,2173.0,正常,2016-02-07,2016-02-07,2016-02-07,2016-02-07,44.0,6.0,88,43,106,29,1995,-9.2,-3.2,-15.2,0.0,1029.1,35.0,4.0
SYX,SHA,MU5382,1454591100,1454601300,1454597700.0,1454605920.0,1813.0,正常,2016-02-04,2016-02-04,2016-02-04,2016-02-04,110.0,77.0,109,18,121,31,1460,18.9,21.5,16.3,0.0,1019.0,38.0,27.0
SJW,CTU,KN2375,1454630100,1454639700,1454630220.0,1454638800.0,1175.0,正常,2016-02-04,2016-02-05,2016-02-04,2016-02-05,2.0,-15.0,114,38,104,30,1146,2.0,5.7,-1.7,0.0,1030.8,8.0,5.0
TNA,SZX,HU7716,1456577400,1456587900,1456579380.0,1456590060.0,1297.0,正常,2016-02-27,2016-02-27,2016-02-27,2016-02-27,33.0,36.0,116,36,113,22,724,8.2,13.2,3.3,0.0,1023.0,90.0,14.0
SHE,WUH,CZ6303,1455934500,1455945600,1455934560.0,1455943920.0,1282.0,正常,2016-02-20,2016-02-20,2016-02-20,2016-02-20,1.0,-28.0,123,41,114,30,1154,-6.6,-0.1,-13.1,0.0,1027.2,285.0,10.0
TNA,XMN,SC1152,1456151400,1456159800,1456150680.0,1456158300.0,1272.0,正常,2016-02-22,2016-02-22,2016-02-22,2016-02-22,-12.0,-25.0,116,36,118,24,644,8.1,11.3,4.9,0.0,1029.8,228.0,10.0
PVG,HRB,HO1167,1456127700,1456139700,1456128240.0,1456137240.0,595.0,正常,2016-02-22,2016-02-22,2016-02-22,2016-02-22,9.0,-41.0,121,31,126,45,1020,6.5,7.8,5.1,12.8,1028.9,57.0,12.0
HET,TGO,G52707,1454672400,1454678400,1454672580.0,1454678160.0,1373.0,正常,2016-02-05,2016-02-05,2016-02-05,2016-02-05,3.0,-4.0,111,40,122,43,1231,-10.8,-5.3,-16.2,0.0,1041.6,35.0,9.0
SHE,CGO,CZ6560,1456127100,1456136400,1456128720.0,1456136760.0,809.0,正常,2016-02-22,2016-02-22,2016-02-22,2016-02-22,27.0,6.0,123,41,113,34,1168,-4.2,0.9,-9.4,1.8,1030.4,19.0,10.0
SHE,TNA,HU7790,1456643100,1456649400,1456644120.0,1456649400.0,469.0,正常,2016-02-28,2016-02-28,2016-02-28,2016-02-28,17.0,0.0,123,41,116,36,824,-6.7,0.2,-13.5,0.1,1027.3,327.0,13.0
HET,NKG,MU2878,1455355200,1455363000,1455354840.0,1455361560.0,606.0,正常,2016-02-13,2016-02-13,2016-02-13,2016-02-13,-6.0,-24.0,111,40,118,31,880,-12.7,-10.7,-14.7,0.0,1041.9,359.0,20.0
KWL,XMN,JD5153,1454556300,1454562600,1454557200.0,1454561160.0,180.0,正常,2016-02-04,2016-02-04,2016-02-04,2016-02-04,15.0,-24.0,110,25,118,24,890,7.8,10.4,5.1,0.0,1027.7,17.0,8.0
TYN,CKG,PN6258,1454566200,1454574000,1454568960.0,1454574960.0,61.0,正常,2016-02-04,2016-02-04,2016-02-04,2016-02-04,46.0,16.0,112,37,106,29,725,-0.2,6.1,-6.5,0.0,1030.8,335.0,7.0
URC,WUH,HU7759,1454290800,1454305200,1454293200.0,1454305860.0,1086.0,正常,2016-02-01,2016-02-01,2016-02-01,2016-02-01,40.0,11.0,88,43,114,30,2885,-13.7,-11.4,-16.0,,1041.6,95.0,5.0
HGH,XMN,GJ8843,1455799200,1455805200,1455800100.0,1455804840.0,1010.0,正常,2016-02-18,2016-02-18,2016-02-18,2016-02-18,15.0,-6.0,120,30,118,24,392,10.8,17.7,3.8,0.0,1024.0,80.0,9.0
KWL,TNA,DR6535,1456560300,1456568100,1456561140.0,1456569120.0,40.0,正常,2016-02-27,2016-02-27,2016-02-27,2016-02-27,14.0,17.0,110,25,116,36,818,11.9,18.1,5.8,0.0,1026.3,141.0,3.0
SHE,NKG,CZ6519,1455773400,1455781800,1455773760.0,1455780540.0,2019.0,正常,2016-02-18,2016-02-18,2016-02-18,2016-02-18,6.0,-21.0,123,41,118,31,790,-2.0,3.8,-7.9,0.0,1019.7,291.0,9.0
XMN,TNA,CZ6977,1455593700,1455601800,1455595020.0,1455603000.0,227.0,正常,2016-02-16,2016-02-16,2016-02-16,2016-02-16,22.0,20.0,118,24,116,36,644,11.1,14.5,7.6,0.0,1026.0,53.0,7.0
SJW,PVG,NS3217,1455527700,1455534900,1455528480.0,1455534480.0,642.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,13.0,-7.0,114,38,121,31,856,3.0,8.8,-2.8,0.0,1026.8,264.0,17.0
HRB,SZX,ZH9932,1456552200,1456569000,1456553160.0,1456569120.0,362.0,正常,2016-02-27,2016-02-27,2016-02-27,2016-02-27,16.0,2.0,126,45,113,22,1894,-12.7,-5.8,-19.5,0.0,1027.3,86.0,5.0
KWL,PEK,CA1226,1455630000,1455639900,1455634500.0,1455643440.0,1281.0,正常,2016-02-16,2016-02-16,2016-02-16,2016-02-16,75.0,59.0,110,25,116,40,927,10.1,13.9,6.2,0.0,1027.9,20.0,7.0
SHE,SZX,DZ6268,1454672100,1454688300,1454683140.0,1454695740.0,20.0,正常,2016-02-05,2016-02-05,2016-02-05,2016-02-05,184.0,124.0,123,41,113,22,1477,-9.9,-2.8,-17.1,0.0,1026.6,21.0,4.0
KWL,PVG,FM9350,1455544800,1455553500,1455545760.0,1455551940.0,1403.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,16.0,-26.0,110,25,121,31,1254,7.2,10.7,3.6,0.0,1030.9,12.0,12.0
HFE,KMG,MU5476,1454887800,1454898300,1454887740.0,1454897280.0,60.0,正常,2016-02-07,2016-02-08,2016-02-07,2016-02-08,-1.0,-17.0,117,31,102,24,1685,4.7,13.0,-3.7,0.0,1024.3,217.0,6.0
KWL,PVG,FM9378,1454838000,1454845800,1454837880.0,1454844180.0,2098.0,正常,2016-02-07,2016-02-07,2016-02-07,2016-02-07,-2.0,-27.0,110,25,121,31,1254,12.1,19.3,4.8,0.0,1027.9,3.0,5.0
XMN,HGH,SC1173,1455538500,1455543900,1455539160.0,1455543540.0,1050.0,正常,2016-02-15,2016-02-15,2016-02-15,2016-02-15,11.0,-6.0,118,24,120,30,392,9.4,11.5,7.4,0.0,1026.7,73.0,9.0
HET,TGO,MU2371,1456622700,1456628700,1456625100.0,1456630200.0,1689.0,正常,2016-02-28,2016-02-28,2016-02-28,2016-02-28,40.0,25.0,111,40,122,43,1231,-8.5,-5.1,-11.9,0.0,1040.3,334.0,16.0
TGO,HET,G52708,1454766600,1454772900,1454766420.0,1454771820.0,1373.0,正常,2016-02-06,2016-02-06,2016-02-06,2016-02-06,-3.0,-18.0,122,43,111,40,1231,-6.8,-0.8,-12.7,0.0,1024.4,265.0,8.0
HRB,PEK,CA1622,1454850000,1454857200,1454850840.0,1454857140.0,722.0,正常,2016-02-07,2016-02-07,2016-02-07,2016-02-07,14.0,-1.0,126,45,116,40,1147,-12.9,-8.4,-17.5,0.0,1014.5,56.0,7.0
FOC,PEK,CA1508,1455237600,1455247500,1455240180.0,1455249540.0,1256.0,正常,2016-02-12,2016-02-12,2016-02-12,2016-02-12,43.0,34.0,119,26,116,40,790,20.4,26.0,14.9,0.0,1012.9,145.0,7.0
KWL,PEK,CN7216,1456297800,1456308600,1456297920.0,1456306440.0,1542.0,正常,2016-02-24,2016-02-24,2016-02-24,2016-02-24,2.0,-36.0,110,25,116,40,927,9.8,12.2,7.5,0.0,1032.5,7.0,12.0
TGO,HET,G52708,1456408200,1456414500,1456408680.0,1456414440.0,2530.0,正常,2016-02-25,2016-02-25,2016-02-25,2016-02-25,8.0,-1.0,122,43,111,40,1231,-8.4,-2.2,-14.7,0.0,1030.4,297.0,9.0
